loss_total,loss_clickbait,loss_kategori,epoch,step,loss,grad_norm,learning_rate,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
3.864330291748047,1.6064084768295288,2.2579219341278076,0.0,0,,,,,,,,,,,,
3.5345311164855957,1.335586428642273,2.1989448070526123,0.004201680672268907,1,,,,,,,,,,,,
3.511286973953247,1.425478219985962,2.085808753967285,0.008403361344537815,2,,,,,,,,,,,,
3.3474197387695312,1.253125786781311,2.0942938327789307,0.012605042016806723,3,,,,,,,,,,,,
3.1138455867767334,1.1198067665100098,1.9940388202667236,0.01680672268907563,4,,,,,,,,,,,,
2.9480652809143066,1.0504608154296875,1.8976045846939087,0.02100840336134454,5,,,,,,,,,,,,
2.778759241104126,1.0506051778793335,1.7281540632247925,0.025210084033613446,6,,,,,,,,,,,,
2.696000337600708,0.895102322101593,1.8008980751037598,0.029411764705882353,7,,,,,,,,,,,,
2.724287986755371,0.9999272227287292,1.724360704421997,0.03361344537815126,8,,,,,,,,,,,,
2.444162130355835,0.8655160069465637,1.5786460638046265,0.037815126050420166,9,,,,,,,,,,,,
,,,0.04201680672268908,10,3.0963,10.92971420288086,1.974789915966387e-05,,,,,,,,,
2.246159076690674,0.8739629983901978,1.3721959590911865,0.04201680672268908,10,,,,,,,,,,,,
2.216609239578247,0.837826669216156,1.3787826299667358,0.046218487394957986,11,,,,,,,,,,,,
2.2468724250793457,0.9075648188591003,1.3393075466156006,0.05042016806722689,12,,,,,,,,,,,,
1.7980940341949463,0.6247931122779846,1.1733009815216064,0.0546218487394958,13,,,,,,,,,,,,
2.0553340911865234,0.680770754814148,1.374563217163086,0.058823529411764705,14,,,,,,,,,,,,
1.9801342487335205,0.7907873392105103,1.1893469095230103,0.06302521008403361,15,,,,,,,,,,,,
1.965664029121399,0.7987378835678101,1.1669261455535889,0.06722689075630252,16,,,,,,,,,,,,
2.099327802658081,0.9058358073234558,1.1934919357299805,0.07142857142857142,17,,,,,,,,,,,,
1.661848783493042,0.6183181405067444,1.0435307025909424,0.07563025210084033,18,,,,,,,,,,,,
1.5406336784362793,0.6484863758087158,0.8921473026275635,0.07983193277310924,19,,,,,,,,,,,,
,,,0.08403361344537816,20,1.9811,8.989712715148926,1.946778711484594e-05,,,,,,,,,
1.758473515510559,0.6726981401443481,1.085775375366211,0.08403361344537816,20,,,,,,,,,,,,
1.4720735549926758,0.58004230260849,0.8920313119888306,0.08823529411764706,21,,,,,,,,,,,,
